Participant,Format,FixationIndex,FixationDuration,treebg,treetotal,treerainy,treesunny,treerl,treerh,treesl,treesh,treequestion,vennbg,vennrh,vennrl,vennsl,venntotal,vennquestion
3,tree.png,42,150,1,0,0,0,0,0,0,1,0,,,,,,
3,tree.png,43,134,1,0,0,0,0,0,1,0,0,,,,,,
4,tree.png,1,150,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,2,217,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,3,200,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,4,167,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,5,100,1,0,0,0,0,0,0,0,0,,,,,,
4,tree.png,6,83,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,7,217,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,8,133,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,9,217,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,10,250,1,0,0,0,0,0,0,0,0,,,,,,
4,tree.png,11,200,1,0,0,0,0,0,1,0,0,,,,,,
4,tree.png,12,100,1,1,0,0,0,0,0,0,0,,,,,,
4,tree.png,13,150,1,0,0,0,0,0,1,0,0,,,,,,
4,tree.png,14,117,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,15,117,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,16,133,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,17,133,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,18,100,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,19,133,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,20,133,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,21,200,1,0,0,0,0,0,0,0,0,,,,,,
4,tree.png,22,150,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,23,233,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,24,483,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,25,150,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,26,100,1,0,0,0,0,0,0,0,0,,,,,,
4,tree.png,27,166,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,28,83,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,29,150,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,30,100,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,31,333,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,32,117,1,0,0,0,0,0,0,0,0,,,,,,
4,tree.png,33,283,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,34,233,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,35,283,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,36,183,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,37,183,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,38,167,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,39,200,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,40,100,1,0,0,0,0,0,0,0,1,,,,,,
4,tree.png,41,183,1,0,0,0,0,0,0,0,1,,,,,,
5,tree.png,1,117,1,0,1,0,0,0,0,0,0,,,,,,
5,tree.png,2,233,1,0,0,1,0,0,0,0,0,,,,,,
5,tree.png,3,417,1,0,0,1,0,0,0,0,0,,,,,,
5,tree.png,4,133,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,5,150,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,6,100,1,0,0,0,1,0,0,0,0,,,,,,
5,tree.png,7,83,1,0,0,0,1,0,0,0,0,,,,,,
5,tree.png,8,217,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,9,167,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,10,400,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,11,167,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,12,183,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,13,250,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,14,217,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,15,83,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,16,100,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,17,250,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,18,83,1,0,0,0,1,0,0,0,0,,,,,,
5,tree.png,19,100,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,20,167,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,21,133,1,0,0,0,1,0,0,0,0,,,,,,
5,tree.png,22,200,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,23,183,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,24,117,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,25,150,1,0,0,0,0,0,0,0,1,,,,,,
5,tree.png,26,184,1,0,0,0,0,0,0,0,0,,,,,,
5,tree.png,27,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,1,333,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,2,100,1,0,1,0,0,0,0,0,0,,,,,,
6,tree.png,3,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,4,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,5,136,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,6,184,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,7,167,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,8,117,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,9,150,1,0,0,0,0,0,0,1,0,,,,,,
6,tree.png,10,134,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,11,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,12,84,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,13,134,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,14,150,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,15,151,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,16,117,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,17,100,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,18,150,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,19,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,20,100,1,0,0,0,1,0,0,0,0,,,,,,
6,tree.png,21,83,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,22,235,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,23,133,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,24,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,25,117,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,26,233,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,27,83,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,28,100,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,29,100,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,30,100,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,31,83,1,0,1,0,0,0,0,0,0,,,,,,
6,tree.png,32,168,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,33,117,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,34,83,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,35,100,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,36,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,37,119,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,38,100,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,39,133,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,40,100,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,41,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,42,150,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,43,268,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,44,117,1,0,0,0,1,0,0,0,0,,,,,,
6,tree.png,45,117,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,46,150,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,47,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,48,117,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,49,100,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,50,102,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,51,120,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,52,100,1,0,0,0,0,1,0,0,0,,,,,,
6,tree.png,53,121,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,54,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,55,200,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,56,167,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,57,234,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,58,83,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,59,117,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,60,133,1,1,0,0,0,0,0,0,0,,,,,,
6,tree.png,61,318,1,0,1,0,0,0,0,0,0,,,,,,
6,tree.png,62,102,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,63,234,1,0,0,0,0,0,0,1,0,,,,,,
6,tree.png,64,134,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,65,117,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,66,234,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,67,234,1,0,0,1,0,0,0,0,0,,,,,,
6,tree.png,68,133,1,0,0,0,0,0,1,0,0,,,,,,
6,tree.png,69,236,1,0,0,0,0,0,0,0,0,,,,,,
6,tree.png,70,233,1,0,0,0,1,0,0,0,0,,,,,,
6,tree.png,71,200,1,0,0,0,1,0,0,0,0,,,,,,
7,tree.png,1,106,1,0,0,0,0,0,0,1,0,,,,,,
7,tree.png,2,90,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,3,84,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,4,168,1,0,0,0,0,0,0,1,0,,,,,,
7,tree.png,5,100,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,6,216,1,0,0,0,0,0,0,0,1,,,,,,
7,tree.png,7,167,1,0,0,0,0,0,0,0,1,,,,,,
7,tree.png,8,83,1,0,0,0,0,0,0,0,1,,,,,,
7,tree.png,9,146,1,0,1,0,0,0,0,0,0,,,,,,
7,tree.png,10,84,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,11,176,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,12,102,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,13,135,1,0,0,0,0,1,0,0,0,,,,,,
7,tree.png,14,101,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,15,167,1,0,0,0,1,0,0,0,0,,,,,,
7,tree.png,16,566,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,17,217,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,18,333,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,19,383,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,20,417,1,0,0,0,0,0,0,0,1,,,,,,
7,tree.png,21,250,1,0,0,0,0,0,0,0,0,,,,,,
7,tree.png,22,133,1,0,0,0,0,0,0,0,1,,,,,,
7,tree.png,23,167,1,0,0,0,0,1,0,0,0,,,,,,
7,tree.png,24,157,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,1,83,1,1,0,0,0,0,0,0,0,,,,,,
8,tree.png,2,84,1,1,0,0,0,0,0,0,0,,,,,,
8,tree.png,3,83,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,4,167,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,5,117,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,6,150,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,7,117,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,8,83,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,9,250,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,10,167,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,11,133,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,12,150,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,13,117,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,14,183,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,15,117,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,16,83,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,17,150,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,18,250,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,19,83,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,20,100,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,21,150,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,22,150,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,23,200,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,24,217,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,25,133,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,26,167,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,27,217,1,0,0,0,0,0,1,0,0,,,,,,
8,tree.png,28,150,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,29,249,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,30,83,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,31,167,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,32,117,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,33,167,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,34,233,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,35,150,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,36,217,1,0,0,0,0,0,0,1,0,,,,,,
8,tree.png,37,133,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,38,133,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,39,150,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,40,133,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,41,117,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,42,117,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,43,150,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,44,250,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,45,150,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,46,167,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,47,183,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,48,117,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,49,267,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,50,133,1,0,0,1,0,0,0,0,0,,,,,,
8,tree.png,51,133,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,52,183,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,53,150,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,54,367,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,55,233,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,56,250,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,57,167,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,58,250,1,0,0,0,0,0,0,0,1,,,,,,
8,tree.png,59,167,1,0,0,0,0,0,0,0,0,,,,,,
8,tree.png,60,350,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,1,583,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,2,133,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,3,133,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,4,133,1,1,0,0,0,0,0,0,0,,,,,,
9,tree.png,5,133,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,6,150,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,7,250,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,8,133,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,9,150,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,10,167,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,11,150,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,12,167,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,13,233,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,14,117,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,15,117,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,16,167,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,17,167,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,18,133,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,19,300,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,20,267,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,21,150,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,22,83,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,23,117,1,0,0,0,0,0,0,1,0,,,,,,
9,tree.png,24,183,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,25,133,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,26,150,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,27,150,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,28,167,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,29,117,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,30,267,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,31,300,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,32,167,1,0,0,1,0,0,0,0,0,,,,,,
9,tree.png,33,233,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,34,117,1,0,0,0,0,0,0,1,0,,,,,,
9,tree.png,35,133,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,36,117,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,37,200,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,38,267,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,39,133,1,0,0,0,0,0,0,1,0,,,,,,
9,tree.png,40,333,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,41,150,1,1,0,0,0,0,0,0,0,,,,,,
9,tree.png,42,167,1,1,0,0,0,0,0,0,0,,,,,,
9,tree.png,43,233,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,44,133,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,45,167,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,46,133,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,47,150,1,0,1,0,0,0,0,0,0,,,,,,
9,tree.png,48,150,1,0,0,1,0,0,0,0,0,,,,,,
9,tree.png,49,183,1,0,0,1,0,0,0,0,0,,,,,,
9,tree.png,50,283,1,0,0,1,0,0,0,0,0,,,,,,
9,tree.png,51,133,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,52,83,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,53,183,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,54,83,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,55,183,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,56,150,1,0,0,0,0,0,0,0,1,,,,,,
9,tree.png,57,183,1,0,0,0,0,0,1,0,0,,,,,,
9,tree.png,58,133,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,59,167,1,0,0,0,0,0,0,0,0,,,,,,
9,tree.png,60,350,1,0,0,0,0,0,0,0,0,,,,,,
